longitude,latitude,code_postal,province,erreurs
,,"","48","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
64.730569,-46.325521,"","13","Latitude hors Canada; Longitude hors Canada"
-118.837014,-55.159572,"","48","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,60.762118,"","60","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-123.090153,,"","59","Latitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
73.663356,-45.742082,"","24","Latitude hors Canada; Longitude hors Canada"
-64.80884,-46.098258,"","13","Latitude hors Canada"
-80.318778,,"","35","Latitude manquante"
123.085677,-49.249589,"","59","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,-49.127865,"","59","Latitude hors Canada; Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,43.945862,"","35","Longitude hors Canada"
,45.723434,"","24","Longitude manquante"
123.12679,-49.287174,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-51.006775,"","48","Latitude hors Canada; Longitude hors Canada"
119.482897,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-71.990307,,"","24","Latitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-45.253351,"","13","Latitude hors Canada; Longitude hors Canada"
,-49.711095,"","48","Latitude hors Canada; Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-79.668641,0.0,"","35","Latitude hors Canada"
,52.119225,"","47","Longitude manquante"
-79.464252,0.0,"","35","Latitude hors Canada"
-0.0,53.365626,"","48","Longitude hors Canada"
-122.967349,,"","59","Latitude manquante"
-0.0,-43.721515,"","35","Latitude hors Canada; Longitude hors Canada"
-122.845919,,"","59","Latitude manquante"
-79.596112,,"","35","Latitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-120.840426,-56.248813,"","59","Latitude hors Canada"
-80.525867,0.0,"","35","Latitude hors Canada"
-119.489677,,"","59","Latitude manquante"
71.933775,-45.400903,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.077948,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-123.337784,,"","59","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-52.941435,,"","10","Latitude manquante"
73.690323,45.716819,"","24","Longitude hors Canada"
79.380401,-43.847187,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,-45.501796,"","24","Latitude hors Canada; Longitude hors Canada"
-79.890071,,"","35","Latitude manquante"
-99.950361,,"","46","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,49.218923,"","59","Longitude manquante"
-75.756973,-45.274032,"","35","Latitude hors Canada"
,43.452853,"","35","Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
-72.488969,,"","24","Latitude manquante"
63.136943,-46.233598,"","11","Latitude hors Canada; Longitude hors Canada"
73.429346,,"","24","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-67.609365,,"","13","Latitude manquante"
79.402639,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
79.327784,-43.766001,"","35","Latitude hors Canada; Longitude hors Canada"
106.713279,52.121033,"","47","Longitude hors Canada"
-60.248184,0.0,"","12","Latitude hors Canada"
-0.0,45.544963,"","24","Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
83.03262,-42.262588,"","35","Latitude hors Canada; Longitude hors Canada"
,55.15335,"","48","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-48.474318,"","35","Latitude hors Canada; Longitude hors Canada"
-71.289198,,"","24","Latitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-75.849244,,"","35","Latitude manquante"
,-45.730071,"","24","Latitude hors Canada; Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,46.531109,"","35","Longitude manquante"
,-43.08736,"","35","Latitude hors Canada; Longitude manquante"
-71.892356,-45.410003,"","24","Latitude hors Canada"
-0.0,42.849254,"","35","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
80.47484,43.434904,"","35","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-123.137346,,"","59","Latitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
123.107684,-49.179925,"","59","Latitude hors Canada; Longitude hors Canada"
,44.686419,"","12","Longitude manquante"
106.612786,,"","47","Latitude manquante; Longitude hors Canada"
,42.167765,"","35","Longitude manquante"
-57.916093,,"","10","Latitude manquante"
73.532661,,"","24","Latitude manquante; Longitude hors Canada"
-80.48743,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-51.037035,"","48","Latitude hors Canada; Longitude hors Canada"
71.265891,,"","24","Latitude manquante; Longitude hors Canada"
,43.709859,"","35","Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
72.924399,,"","24","Latitude manquante; Longitude hors Canada"
73.576397,-45.486958,"","24","Latitude hors Canada; Longitude hors Canada"
113.253738,-53.482985,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,-43.566592,"","35","Latitude hors Canada; Longitude manquante"
73.513793,-45.380402,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-71.910634,-45.788379,"","24","Latitude hors Canada"
-75.530664,,"","35","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-73.278853,,"","24","Latitude manquante"
-119.250151,0.0,"","59","Latitude hors Canada"
79.658245,-43.453469,"","35","Latitude hors Canada; Longitude hors Canada"
81.01348,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-124.803525,-49.25989,"","59","Latitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-120.297745,,"","59","Latitude manquante"
-0.0,-43.204479,"","35","Latitude hors Canada; Longitude hors Canada"
-75.736608,-45.254439,"","35","Latitude hors Canada"
-72.538825,0.0,"","24","Latitude hors Canada"
-73.116978,0.0,"","24","Latitude hors Canada"
-0.0,45.694434,"","24","Longitude hors Canada"
113.395307,,"","48","Latitude manquante; Longitude hors Canada"
-0.0,,"","12","Latitude manquante; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,42.590492,"","35","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
78.14612,43.962394,"","35","Longitude hors Canada"
-82.423454,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-122.965602,-49.231781,"","59","Latitude hors Canada"
81.024566,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-113.492402,,"","48","Latitude manquante"
,43.555863,"","35","Longitude manquante"
72.43696,-45.843331,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","11","Latitude manquante; Longitude manquante"
-122.985008,-49.24476,"","59","Latitude hors Canada"
79.440818,-43.692745,"","35","Latitude hors Canada; Longitude hors Canada"
-79.421283,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-66.508288,-45.847539,"","13","Latitude hors Canada"
-0.0,53.007677,"","48","Longitude hors Canada"
-60.175238,0.0,"","12","Latitude hors Canada"
-114.107497,,"","48","Latitude manquante"
79.386944,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
71.314867,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,46.922245,"","24","Longitude hors Canada"
-79.220033,0.0,"","35","Latitude hors Canada"
,-49.14815,"","59","Latitude hors Canada; Longitude manquante"
-0.0,51.023684,"","48","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-67.750797,0.0,"","13","Latitude hors Canada"
-113.989508,,"","48","Latitude manquante"
-0.0,49.887946,"","59","Longitude hors Canada"
-73.848346,,"","24","Latitude manquante"
,48.461749,"","35","Longitude manquante"
-73.743098,0.0,"","24","Latitude hors Canada"
-71.874332,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-71.358157,,"","24","Latitude manquante"
-0.0,49.499615,"","59","Longitude hors Canada"
-0.0,-43.198899,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
73.482592,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
79.258879,-42.976529,"","35","Latitude hors Canada; Longitude hors Canada"
,49.127516,"","59","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-45.567374,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-43.66831,"","35","Latitude hors Canada; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-78.164946,,"","35","Latitude manquante"
-75.492027,,"","35","Latitude manquante"
-66.099349,,"","13","Latitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
89.266186,48.381603,"","35","Longitude hors Canada"
,45.506614,"","24","Longitude manquante"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-0.0,-45.345195,"","35","Latitude hors Canada; Longitude hors Canada"
-113.479768,-53.585462,"","48","Latitude hors Canada"
,43.442521,"","35","Longitude manquante"
-0.0,-46.102928,"","13","Latitude hors Canada; Longitude hors Canada"
,44.301366,"","35","Longitude manquante"
,52.121302,"","47","Longitude manquante"
-0.0,46.344917,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
73.650194,45.469141,"","24","Longitude hors Canada"
104.682804,50.466648,"","47","Longitude hors Canada"
79.579532,,"","35","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-71.064469,0.0,"","24","Latitude hors Canada"
74.107906,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-80.996278,0.0,"","35","Latitude hors Canada"
-73.418854,,"","24","Latitude manquante"
-71.633582,0.0,"","24","Latitude hors Canada"
-0.0,45.430288,"","24","Longitude hors Canada"
,-45.624209,"","24","Latitude hors Canada; Longitude manquante"
89.240441,48.443061,"","35","Longitude hors Canada"
-79.577933,-43.637957,"","35","Latitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,43.225094,"","35","Longitude manquante"
79.753,-43.57046,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-67.428903,0.0,"","24","Latitude hors Canada"
,43.668135,"","35","Longitude manquante"
-0.0,-45.402664,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-43.869935,"","35","Latitude hors Canada; Longitude manquante"
-0.0,-49.181721,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
104.566197,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,45.748482,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-122.362182,,"","59","Latitude manquante"
-0.0,-52.123441,"","47","Latitude hors Canada; Longitude hors Canada"
70.547716,46.986425,"","24","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
75.743502,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
75.665509,,"","35","Latitude manquante; Longitude hors Canada"
-81.309972,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-48.418702,"","59","Latitude hors Canada; Longitude hors Canada"
,-45.477552,"","24","Latitude hors Canada; Longitude manquante"
-71.298507,0.0,"","24","Latitude hors Canada"
74.714901,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
78.778118,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-71.022406,,"","24","Latitude manquante"
-0.0,46.070545,"","13","Longitude hors Canada"
-83.026413,,"","35","Latitude manquante"
114.775969,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-52.702201,,"","10","Latitude manquante"
123.075042,49.230701,"","59","Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-0.0,-49.823608,"","46","Latitude hors Canada; Longitude hors Canada"
113.269721,,"","48","Latitude manquante; Longitude hors Canada"
-73.654023,-45.539848,"","24","Latitude hors Canada"
,0.0,"","10","Latitude hors Canada; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,53.249156,"","48","Longitude manquante"
-71.266609,,"","24","Latitude manquante"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,-46.856234,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
-97.126773,,"","46","Latitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,52.945397,"","10","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-80.306957,,"","35","Latitude manquante"
,43.466833,"","35","Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,49.216153,"","59","Longitude hors Canada"
-63.65139,,"","12","Latitude manquante"
122.742139,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,45.785529,"","24","Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
72.968097,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-78.858717,,"","35","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
65.564367,47.008503,"","13","Longitude hors Canada"
-0.0,43.718994,"","35","Longitude hors Canada"
122.617497,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
73.847343,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
73.604738,45.536981,"","24","Longitude hors Canada"
,43.393375,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
73.592204,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-49.215304,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,-49.335513,"","59","Latitude hors Canada; Longitude manquante"
64.537157,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
75.796606,,"","35","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,45.722311,"","13","Longitude manquante"
,-43.879581,"","35","Latitude hors Canada; Longitude manquante"
-79.765984,-43.674067,"","35","Latitude hors Canada"
-123.149274,,"","59","Latitude manquante"
112.889985,-49.695798,"","48","Latitude hors Canada; Longitude hors Canada"
97.130971,49.871344,"","46","Longitude hors Canada"
,0.0,"","13","Latitude hors Canada; Longitude manquante"
-75.654051,,"","24","Latitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,45.279515,"","24","Longitude manquante"
,-43.36075,"","35","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-113.876176,-52.247651,"","48","Latitude hors Canada"
-0.0,-47.427307,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-106.660108,,"","47","Latitude manquante"
82.165344,42.39055,"","35","Longitude hors Canada"
-81.22051,,"","35","Latitude manquante"
,49.165309,"","59","Longitude manquante"
,45.229327,"","35","Longitude manquante"
-0.0,49.284132,"","59","Longitude hors Canada"
-73.822916,-45.606818,"","24","Latitude hors Canada"
,43.515739,"","35","Longitude manquante"
64.817213,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
78.325334,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-79.864822,,"","35","Latitude manquante"
-78.160249,-43.960008,"","35","Latitude hors Canada"
68.516445,48.464874,"","24","Longitude hors Canada"
-0.0,43.717548,"","35","Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,,"","10","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-76.576658,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,46.068124,"","13","Longitude manquante"
81.716187,-43.740661,"","35","Latitude hors Canada; Longitude hors Canada"
,-45.49572,"","24","Latitude hors Canada; Longitude manquante"
,50.403374,"","47","Longitude manquante"
-0.0,45.394362,"","24","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
63.1109,0.0,"","11","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,42.314199,"","35","Longitude manquante"
79.234324,-42.988944,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,42.288975,"","35","Longitude manquante"
,-45.460846,"","24","Latitude hors Canada; Longitude manquante"
114.120969,-50.904274,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-123.404215,,"","59","Latitude manquante"
-72.437971,,"","24","Latitude manquante"
-72.869396,-45.251758,"","24","Latitude hors Canada"
,43.684967,"","35","Longitude manquante"
80.941244,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,-46.486103,"","24","Latitude hors Canada; Longitude hors Canada"
-79.784527,,"","35","Latitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
75.679451,-45.587323,"","24","Latitude hors Canada; Longitude hors Canada"
-123.333242,0.0,"","59","Latitude hors Canada"
,42.997887,"","35","Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,-43.436076,"","35","Latitude hors Canada; Longitude manquante"
-83.028958,,"","35","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-79.646733,,"","35","Latitude manquante"
73.772179,-45.896393,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-119.572494,0.0,"","59","Latitude hors Canada"
73.87734,45.549267,"","24","Longitude hors Canada"
-113.590574,-53.572283,"","48","Latitude hors Canada"
80.2787,,"","35","Latitude manquante; Longitude hors Canada"
73.984794,45.778085,"","24","Longitude hors Canada"
,46.09782,"","13","Longitude manquante"
,49.917151,"","46","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-112.805281,0.0,"","48","Latitude hors Canada"
79.348361,43.89017,"","35","Longitude hors Canada"
-0.0,-42.30831,"","35","Latitude hors Canada; Longitude hors Canada"
-123.321717,,"","59","Latitude manquante"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-79.629494,,"","35","Latitude manquante"
-74.11647,0.0,"","24","Latitude hors Canada"
-79.425128,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-89.189176,,"","35","Latitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
113.949241,-51.081832,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
73.429846,-45.817587,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,49.885412,"","46","Longitude hors Canada"
73.872553,45.569284,"","24","Longitude hors Canada"
,46.89125,"","24","Longitude manquante"
-97.179519,,"","46","Latitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
78.352104,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-77.367319,,"","35","Latitude manquante"
71.296761,,"","24","Latitude manquante; Longitude hors Canada"
81.266488,-42.919911,"","35","Latitude hors Canada; Longitude hors Canada"
-73.490932,,"","24","Latitude manquante"
-123.100581,-49.320096,"","59","Latitude hors Canada"
110.845672,-52.841157,"","48","Latitude hors Canada; Longitude hors Canada"
,46.223629,"","12","Longitude manquante"
,48.588282,"","24","Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-73.988706,-45.391933,"","24","Latitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-65.549016,,"","13","Latitude manquante"
79.459941,-44.054561,"","35","Latitude hors Canada; Longitude hors Canada"
,46.261661,"","13","Longitude manquante"
-114.194763,0.0,"","48","Latitude hors Canada"
,49.181687,"","10","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-79.943673,,"","35","Latitude manquante"
-67.036372,,"","13","Latitude manquante"
-0.0,43.645766,"","35","Longitude hors Canada"
73.567856,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
73.485066,-45.471316,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,46.020842,"","24","Longitude hors Canada"
-0.0,-45.502616,"","24","Latitude hors Canada; Longitude hors Canada"
-64.57787,,"","13","Latitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-114.074971,0.0,"","48","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,49.26155,"","59","Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,48.465823,"","59","Longitude hors Canada"
,49.832537,"","46","Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-73.888822,0.0,"","24","Latitude hors Canada"
71.252407,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
81.219768,-43.001034,"","35","Latitude hors Canada; Longitude hors Canada"
-106.555213,0.0,"","47","Latitude hors Canada"
74.480466,-45.606358,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
71.359204,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,-44.677932,"","12","Latitude hors Canada; Longitude manquante"
-0.0,-45.390275,"","35","Latitude hors Canada; Longitude hors Canada"
-73.64534,0.0,"","24","Latitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
,43.262839,"","35","Longitude manquante"
,51.06382,"","48","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,44.166711,"","35","Longitude manquante"
-66.001123,,"","13","Latitude manquante"
,-43.563085,"","35","Latitude hors Canada; Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-123.10598,0.0,"","59","Latitude hors Canada"
-0.0,-43.881162,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
,53.889221,"","59","Longitude manquante"
65.846319,46.951569,"","13","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-82.219167,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,45.390023,"","35","Longitude manquante"
72.656969,46.620031,"","24","Longitude hors Canada"
-79.653172,0.0,"","35","Latitude hors Canada"
-104.61301,,"","47","Latitude manquante"
-0.0,-49.699604,"","48","Latitude hors Canada; Longitude hors Canada"
73.744225,45.37058,"","24","Longitude hors Canada"
-71.693444,,"","24","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,51.045648,"","48","Longitude manquante"
-114.074971,0.0,"","48","Latitude hors Canada"
,43.378617,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
79.407311,-43.843471,"","35","Latitude hors Canada; Longitude hors Canada"
,49.847568,"","59","Longitude manquante"
-73.609441,-45.596759,"","24","Latitude hors Canada"
-79.425838,,"","35","Latitude manquante"
113.891602,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
75.733243,45.38149,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-105.78337,,"","47","Latitude manquante"
,-48.408948,"","24","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
59.961033,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-75.624728,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-52.08161,"","47","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-97.189643,,"","46","Latitude manquante"
-0.0,-43.193258,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.291751,"","24","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
84.311711,46.512407,"","35","Longitude hors Canada"
-73.444747,,"","24","Latitude manquante"
75.644583,-45.509488,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.507332,0.0,"","35","Latitude hors Canada"
71.384723,,"","24","Latitude manquante; Longitude hors Canada"
,0.0,"","13","Latitude hors Canada; Longitude manquante"
73.572554,,"","24","Latitude manquante; Longitude hors Canada"
-79.846291,,"","35","Latitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-73.517263,,"","24","Latitude manquante"
-79.531308,,"","35","Latitude manquante"
-0.0,47.40035,"","10","Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-75.681597,0.0,"","35","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
